id.auto()	student_id.auto()	subject_id.auto()	mark.auto()	created_at.auto()
5267	35064	291	2	2021-10-12 22:44:53.237302
5268	133031	432	1	2021-10-12 22:44:53.237302
5269	162793	538	2	2021-10-12 22:44:53.237302
5270	32524	130	1	2021-10-12 22:44:53.237302
5271	191742	404	4	2021-10-12 22:44:53.237302
5272	116823	3	5	2021-10-12 22:44:53.237302
5273	45696	977	1	2021-10-12 22:44:53.237302
5274	65645	801	0	2021-10-12 22:44:53.237302
5275	113206	941	2	2021-10-12 22:44:53.237302
5276	46136	58	2	2021-10-12 22:44:53.237302
5277	141577	772	2	2021-10-12 22:44:53.237302
5278	115494	514	3	2021-10-12 22:44:53.237302
5279	172932	95	1	2021-10-12 22:44:53.237302
5280	89537	193	4	2021-10-12 22:44:53.237302
5281	67841	653	4	2021-10-12 22:44:53.237302
5282	47375	235	1	2021-10-12 22:44:53.237302
5283	79266	864	3	2021-10-12 22:44:53.237302
5284	122551	270	1	2021-10-12 22:44:53.237302
5285	109720	635	5	2021-10-12 22:44:53.237302
5286	75581	804	1	2021-10-12 22:44:53.237302
5287	697	701	5	2021-10-12 22:44:53.237302
5288	51966	452	5	2021-10-12 22:44:53.237302
5289	170083	311	1	2021-10-12 22:44:53.237302
5290	5585	302	1	2021-10-12 22:44:53.237302
5291	118281	312	4	2021-10-12 22:44:53.237302
5292	145686	874	1	2021-10-12 22:44:53.237302
5293	197941	308	1	2021-10-12 22:44:53.237302
5294	23785	96	2	2021-10-12 22:44:53.237302
5295	46301	400	3	2021-10-12 22:44:53.237302
5296	137173	384	3	2021-10-12 22:44:53.237302
5297	188355	537	4	2021-10-12 22:44:53.237302
5298	6822	181	2	2021-10-12 22:44:53.237302
5299	69221	973	0	2021-10-12 22:44:53.237302
5300	160302	882	2	2021-10-12 22:44:53.237302
5301	105644	784	5	2021-10-12 22:44:53.237302
5302	170331	893	0	2021-10-12 22:44:53.237302
5303	103015	911	3	2021-10-12 22:44:53.237302
5304	189118	689	4	2021-10-12 22:44:53.237302
5305	10768	589	4	2021-10-12 22:44:53.237302
5306	87864	646	3	2021-10-12 22:44:53.237302
5307	165829	663	3	2021-10-12 22:44:53.237302
5308	12520	93	0	2021-10-12 22:44:53.237302
5309	90954	143	5	2021-10-12 22:44:53.237302
5310	93255	868	5	2021-10-12 22:44:53.237302
5311	142617	175	3	2021-10-12 22:44:53.237302
5312	119241	904	2	2021-10-12 22:44:53.237302
5313	125649	295	2	2021-10-12 22:44:53.237302
5314	144678	552	2	2021-10-12 22:44:53.237302
5315	72615	606	2	2021-10-12 22:44:53.237302
5316	168520	784	5	2021-10-12 22:44:53.237302
5317	128575	654	2	2021-10-12 22:44:53.237302
5318	60597	272	4	2021-10-12 22:44:53.237302
5319	47356	685	4	2021-10-12 22:44:53.237302
5320	49983	964	1	2021-10-12 22:44:53.237302
5321	119150	382	4	2021-10-12 22:44:53.237302
5322	180414	53	1	2021-10-12 22:44:53.237302
5323	156894	716	3	2021-10-12 22:44:53.237302
5324	94000	629	0	2021-10-12 22:44:53.237302
5325	63757	975	3	2021-10-12 22:44:53.237302
5326	148010	84	2	2021-10-12 22:44:53.237302
5327	19636	707	2	2021-10-12 22:44:53.237302
5328	62683	488	5	2021-10-12 22:44:53.237302
5329	75164	468	0	2021-10-12 22:44:53.237302
5330	116755	842	4	2021-10-12 22:44:53.237302
5331	25571	646	2	2021-10-12 22:44:53.237302
5332	17139	567	5	2021-10-12 22:44:53.237302
5333	158075	670	1	2021-10-12 22:44:53.237302
5334	13673	302	4	2021-10-12 22:44:53.237302
5335	136669	633	1	2021-10-12 22:44:53.237302
5336	136696	773	3	2021-10-12 22:44:53.237302
5337	150393	344	5	2021-10-12 22:44:53.237302
5338	66542	72	5	2021-10-12 22:44:53.237302
5339	150336	230	1	2021-10-12 22:44:53.237302
5340	82125	795	3	2021-10-12 22:44:53.237302
5341	77251	964	2	2021-10-12 22:44:53.237302
5342	86980	244	3	2021-10-12 22:44:53.237302
5343	88113	512	4	2021-10-12 22:44:53.237302
5344	148862	519	1	2021-10-12 22:44:53.237302
5345	45992	741	3	2021-10-12 22:44:53.237302
5346	66883	542	1	2021-10-12 22:44:53.237302
5347	84691	516	3	2021-10-12 22:44:53.237302
5348	128773	731	3	2021-10-12 22:44:53.237302
5349	67619	184	4	2021-10-12 22:44:53.237302
5350	146460	77	1	2021-10-12 22:44:53.237302
5351	70041	512	0	2021-10-12 22:44:53.237302
5352	3320	48	4	2021-10-12 22:44:53.237302
5353	167931	270	3	2021-10-12 22:44:53.237302
5354	60142	8	3	2021-10-12 22:44:53.237302
5355	28546	690	0	2021-10-12 22:44:53.237302
5356	3672	329	3	2021-10-12 22:44:53.237302
5357	41296	64	4	2021-10-12 22:44:53.237302
5358	56117	224	5	2021-10-12 22:44:53.237302
5359	174335	970	0	2021-10-12 22:44:53.237302
5360	69203	416	1	2021-10-12 22:44:53.237302
5361	40262	591	4	2021-10-12 22:44:53.237302
5362	118251	487	1	2021-10-12 22:44:53.237302
5363	85949	840	2	2021-10-12 22:44:53.237302
5364	191705	848	3	2021-10-12 22:44:53.237302
5365	198567	868	2	2021-10-12 22:44:53.237302
5366	1922	752	5	2021-10-12 22:44:53.237302
5367	190071	15	1	2021-10-12 22:44:53.237302
5368	60618	901	3	2021-10-12 22:44:53.237302
5369	6866	601	1	2021-10-12 22:44:53.237302
5370	37454	995	4	2021-10-12 22:44:53.237302
5371	66234	476	5	2021-10-12 22:44:53.237302
5372	38876	804	2	2021-10-12 22:44:53.237302
5373	144170	6	0	2021-10-12 22:44:53.237302
5374	133597	500	1	2021-10-12 22:44:53.237302
5375	11721	197	4	2021-10-12 22:44:53.237302
5376	22407	278	4	2021-10-12 22:44:53.237302
5377	140123	459	4	2021-10-12 22:44:53.237302
5378	33619	81	3	2021-10-12 22:44:53.237302
5379	197703	469	5	2021-10-12 22:44:53.237302
5380	31415	251	1	2021-10-12 22:44:53.237302
5381	111965	40	0	2021-10-12 22:44:53.237302
5382	166726	68	0	2021-10-12 22:44:53.237302
5383	158538	774	2	2021-10-12 22:44:53.237302
5384	175505	961	2	2021-10-12 22:44:53.237302
5385	82895	556	1	2021-10-12 22:44:53.237302
5386	48608	284	2	2021-10-12 22:44:53.237302
5387	134022	138	4	2021-10-12 22:44:53.237302
5388	118186	401	3	2021-10-12 22:44:53.237302
5389	128420	702	1	2021-10-12 22:44:53.237302
5390	2754	182	4	2021-10-12 22:44:53.237302
5391	112332	574	1	2021-10-12 22:44:53.237302
5392	82744	900	4	2021-10-12 22:44:53.237302
5393	8152	432	3	2021-10-12 22:44:53.237302
5394	161958	459	3	2021-10-12 22:44:53.237302
5395	148689	642	1	2021-10-12 22:44:53.237302
5396	49227	12	1	2021-10-12 22:44:53.237302
5397	12819	583	1	2021-10-12 22:44:53.237302
5398	103931	175	1	2021-10-12 22:44:53.237302
5399	143125	798	3	2021-10-12 22:44:53.237302
5400	28677	404	3	2021-10-12 22:44:53.237302
5401	170025	878	1	2021-10-12 22:44:53.237302
5402	136329	778	0	2021-10-12 22:44:53.237302
5403	14129	9	3	2021-10-12 22:44:53.237302
5404	47312	618	1	2021-10-12 22:44:53.237302
5405	26841	40	4	2021-10-12 22:44:53.237302
5406	55344	978	2	2021-10-12 22:44:53.237302
5407	98630	988	3	2021-10-12 22:44:53.237302
5408	99948	548	5	2021-10-12 22:44:53.237302
5409	112685	353	0	2021-10-12 22:44:53.237302
5410	67952	726	3	2021-10-12 22:44:53.237302
5411	90115	885	4	2021-10-12 22:44:53.237302
5412	26857	980	1	2021-10-12 22:44:53.237302
5413	46746	684	5	2021-10-12 22:44:53.237302
5414	83980	141	4	2021-10-12 22:44:53.237302
5415	188965	756	2	2021-10-12 22:44:53.237302
5416	27884	99	1	2021-10-12 22:44:53.237302
5417	110470	596	4	2021-10-12 22:44:53.237302
5418	143610	773	3	2021-10-12 22:44:53.237302
5419	175656	447	4	2021-10-12 22:44:53.237302
5420	151622	882	2	2021-10-12 22:44:53.237302
5421	163875	534	1	2021-10-12 22:44:53.237302
5422	35260	284	1	2021-10-12 22:44:53.237302
5423	66072	781	4	2021-10-12 22:44:53.237302
5424	103830	499	3	2021-10-12 22:44:53.237302
5425	27467	528	3	2021-10-12 22:44:53.237302
5426	178887	920	4	2021-10-12 22:44:53.237302
5427	25124	363	2	2021-10-12 22:44:53.237302
5428	57357	68	3	2021-10-12 22:44:53.237302
5429	136288	538	5	2021-10-12 22:44:53.237302
5430	110432	848	4	2021-10-12 22:44:53.237302
5431	154700	353	2	2021-10-12 22:44:53.237302
5432	149689	869	3	2021-10-12 22:44:53.237302
5433	81010	926	2	2021-10-12 22:44:53.237302
5434	191833	575	5	2021-10-12 22:44:53.237302
5435	175120	782	4	2021-10-12 22:44:53.237302
5436	41233	107	1	2021-10-12 22:44:53.237302
5437	9323	572	2	2021-10-12 22:44:53.237302
5438	117986	242	5	2021-10-12 22:44:53.237302
5439	138107	398	2	2021-10-12 22:44:53.237302
5440	19309	589	3	2021-10-12 22:44:53.237302
5441	151980	376	0	2021-10-12 22:44:53.237302
5442	11310	159	5	2021-10-12 22:44:53.237302
5443	153291	719	4	2021-10-12 22:44:53.237302
5444	189916	301	4	2021-10-12 22:44:53.237302
5445	92144	67	3	2021-10-12 22:44:53.237302
5446	134721	115	2	2021-10-12 22:44:53.237302
5447	76817	525	0	2021-10-12 22:44:53.237302
5448	142743	851	3	2021-10-12 22:44:53.237302
5449	72507	642	4	2021-10-12 22:44:53.237302
5450	50937	73	1	2021-10-12 22:44:53.237302
5451	179741	923	1	2021-10-12 22:44:53.237302
5452	166067	490	2	2021-10-12 22:44:53.237302
5453	168670	800	4	2021-10-12 22:44:53.237302
5454	80305	630	1	2021-10-12 22:44:53.237302
5455	53878	309	2	2021-10-12 22:44:53.237302
5456	184793	924	1	2021-10-12 22:44:53.237302
5457	3794	801	2	2021-10-12 22:44:53.237302
5458	75284	906	2	2021-10-12 22:44:53.237302
5459	75164	123	3	2021-10-12 22:44:53.237302
5460	174225	636	3	2021-10-12 22:44:53.237302
5461	22554	59	3	2021-10-12 22:44:53.237302
5462	159142	781	0	2021-10-12 22:44:53.237302
5463	180407	766	1	2021-10-12 22:44:53.237302
5464	96344	702	2	2021-10-12 22:44:53.237302
5465	86950	691	5	2021-10-12 22:44:53.237302
5466	119933	938	1	2021-10-12 22:44:53.237302
5467	153611	939	1	2021-10-12 22:44:53.237302
5468	132225	412	5	2021-10-12 22:44:53.237302
5469	4047	728	5	2021-10-12 22:44:53.237302
5470	78822	895	3	2021-10-12 22:44:53.237302
5471	175523	845	2	2021-10-12 22:44:53.237302
5472	147499	428	1	2021-10-12 22:44:53.237302
5473	54931	942	2	2021-10-12 22:44:53.237302
5474	14048	681	1	2021-10-12 22:44:53.237302
5475	17363	135	0	2021-10-12 22:44:53.237302
5476	96934	779	3	2021-10-12 22:44:53.237302
5477	55960	201	3	2021-10-12 22:44:53.237302
5478	9378	988	4	2021-10-12 22:44:53.237302
5479	198663	87	4	2021-10-12 22:44:53.237302
5480	193178	634	5	2021-10-12 22:44:53.237302
5481	142764	900	0	2021-10-12 22:44:53.237302
5482	30903	68	5	2021-10-12 22:44:53.237302
5483	61228	394	2	2021-10-12 22:44:53.237302
5484	191788	118	2	2021-10-12 22:44:53.237302
5485	65559	439	5	2021-10-12 22:44:53.237302
5486	92765	7	0	2021-10-12 22:44:53.237302
5487	66797	127	0	2021-10-12 22:44:53.237302
5488	128982	17	1	2021-10-12 22:44:53.237302
5489	99073	552	1	2021-10-12 22:44:53.237302
5490	48652	178	3	2021-10-12 22:44:53.237302
5491	56248	81	4	2021-10-12 22:44:53.237302
5492	101857	368	1	2021-10-12 22:44:53.237302
5493	5305	877	1	2021-10-12 22:44:53.237302
5494	3249	376	3	2021-10-12 22:44:53.237302
5495	122805	91	2	2021-10-12 22:44:53.237302
5496	174049	477	3	2021-10-12 22:44:53.237302
5497	133495	213	0	2021-10-12 22:44:53.237302
5498	58920	837	4	2021-10-12 22:44:53.237302
5499	52473	213	4	2021-10-12 22:44:53.237302
5500	159850	178	2	2021-10-12 22:44:53.237302
5501	190867	605	4	2021-10-12 22:44:53.237302
5502	193488	908	5	2021-10-12 22:44:53.237302
5503	172271	501	1	2021-10-12 22:44:53.237302
5504	163953	409	1	2021-10-12 22:44:53.237302
5505	191986	789	1	2021-10-12 22:44:53.237302
5506	176017	298	2	2021-10-12 22:44:53.237302
5507	76131	740	1	2021-10-12 22:44:53.237302
5508	143814	769	5	2021-10-12 22:44:53.237302
5509	198523	406	1	2021-10-12 22:44:53.237302
5510	94594	454	4	2021-10-12 22:44:53.237302
5511	175190	97	3	2021-10-12 22:44:53.237302
5512	100652	372	4	2021-10-12 22:44:53.237302
5513	161445	249	3	2021-10-12 22:44:53.237302
5514	167340	112	4	2021-10-12 22:44:53.237302
5515	123965	676	1	2021-10-12 22:44:53.237302
5516	6980	658	0	2021-10-12 22:44:53.237302
5517	156035	931	2	2021-10-12 22:44:53.237302
5518	117977	700	4	2021-10-12 22:44:53.237302
5519	122382	495	3	2021-10-12 22:44:53.237302
5520	199197	200	3	2021-10-12 22:44:53.237302
5521	158110	782	2	2021-10-12 22:44:53.237302
5522	194934	409	3	2021-10-12 22:44:53.237302
5523	59416	323	4	2021-10-12 22:44:53.237302
5524	114354	768	3	2021-10-12 22:44:53.237302
5525	88973	344	2	2021-10-12 22:44:53.237302
5526	147939	905	3	2021-10-12 22:44:53.237302
5527	70500	510	3	2021-10-12 22:44:53.237302
5528	82757	387	3	2021-10-12 22:44:53.237302
5529	80418	402	4	2021-10-12 22:44:53.237302
5530	144025	382	3	2021-10-12 22:44:53.237302
5531	184121	458	3	2021-10-12 22:44:53.237302
5532	95157	974	3	2021-10-12 22:44:53.237302
5533	67594	218	3	2021-10-12 22:44:53.237302
5534	51260	570	2	2021-10-12 22:44:53.237302
5535	19077	952	0	2021-10-12 22:44:53.237302
5536	84281	660	4	2021-10-12 22:44:53.237302
5537	83325	607	3	2021-10-12 22:44:53.237302
5538	148721	899	3	2021-10-12 22:44:53.237302
5539	130548	913	1	2021-10-12 22:44:53.237302
5540	123892	509	2	2021-10-12 22:44:53.237302
5541	59401	89	3	2021-10-12 22:44:53.237302
5542	113860	949	2	2021-10-12 22:44:53.237302
5543	165689	550	5	2021-10-12 22:44:53.237302
5544	146219	907	5	2021-10-12 22:44:53.237302
5545	142982	499	3	2021-10-12 22:44:53.237302
5546	87572	289	1	2021-10-12 22:44:53.237302
5547	114945	35	4	2021-10-12 22:44:53.237302
5548	81812	62	3	2021-10-12 22:44:53.237302
5549	132380	662	2	2021-10-12 22:44:53.237302
5550	190786	913	2	2021-10-12 22:44:53.237302
5551	133525	51	0	2021-10-12 22:44:53.237302
5552	142512	217	4	2021-10-12 22:44:53.237302
5553	123260	653	4	2021-10-12 22:44:53.237302
5554	66598	340	1	2021-10-12 22:44:53.237302
5555	179905	342	3	2021-10-12 22:44:53.237302
5556	884	615	1	2021-10-12 22:44:53.237302
5557	177666	209	3	2021-10-12 22:44:53.237302
5558	198129	739	1	2021-10-12 22:44:53.237302
5559	72698	548	1	2021-10-12 22:44:53.237302
5560	95197	49	4	2021-10-12 22:44:53.237302
5561	120557	263	3	2021-10-12 22:44:53.237302
5562	178579	101	2	2021-10-12 22:44:53.237302
5563	157542	969	4	2021-10-12 22:44:53.237302
5564	80389	831	1	2021-10-12 22:44:53.237302
5565	18842	546	1	2021-10-12 22:44:53.237302
5566	166085	207	5	2021-10-12 22:44:53.237302
5567	55030	457	4	2021-10-12 22:44:53.237302
5568	185511	498	2	2021-10-12 22:44:53.237302
5569	121858	661	1	2021-10-12 22:44:53.237302
5570	102973	150	5	2021-10-12 22:44:53.237302
5571	31402	949	1	2021-10-12 22:44:53.237302
5572	191058	50	3	2021-10-12 22:44:53.237302
5573	185727	346	3	2021-10-12 22:44:53.237302
5574	173948	304	1	2021-10-12 22:44:53.237302
5575	152928	335	4	2021-10-12 22:44:53.237302
5576	108272	708	4	2021-10-12 22:44:53.237302
5577	41447	124	3	2021-10-12 22:44:53.237302
5578	151588	760	3	2021-10-12 22:44:53.237302
5579	175861	172	0	2021-10-12 22:44:53.237302
5580	7572	292	4	2021-10-12 22:44:53.237302
5581	161216	5	3	2021-10-12 22:44:53.237302
5582	133044	706	5	2021-10-12 22:44:53.237302
5583	1295	296	1	2021-10-12 22:44:53.237302
5584	137714	53	2	2021-10-12 22:44:53.237302
5585	173344	206	5	2021-10-12 22:44:53.237302
5586	48251	604	1	2021-10-12 22:44:53.237302
5587	106661	552	3	2021-10-12 22:44:53.237302
5588	77807	970	1	2021-10-12 22:44:53.237302
5589	60282	268	3	2021-10-12 22:44:53.237302
5590	99247	799	2	2021-10-12 22:44:53.237302
5591	165676	703	5	2021-10-12 22:44:53.237302
5592	166247	561	2	2021-10-12 22:44:53.237302
5593	120010	661	0	2021-10-12 22:44:53.237302
5594	198524	736	0	2021-10-12 22:44:53.237302
5595	1454	708	2	2021-10-12 22:44:53.237302
5596	52680	516	3	2021-10-12 22:44:53.237302
5597	3532	347	3	2021-10-12 22:44:53.237302
5598	120395	876	1	2021-10-12 22:44:53.237302
5599	135109	823	2	2021-10-12 22:44:53.237302
5600	22590	433	2	2021-10-12 22:44:53.237302
5601	106933	648	0	2021-10-12 22:44:53.237302
5602	198529	287	2	2021-10-12 22:44:53.237302
5603	168897	447	0	2021-10-12 22:44:53.237302
5604	55551	188	5	2021-10-12 22:44:53.237302
5605	144046	633	0	2021-10-12 22:44:53.237302
5606	89837	335	3	2021-10-12 22:44:53.237302
5607	19595	627	4	2021-10-12 22:44:53.237302
5608	3000	346	4	2021-10-12 22:44:53.237302
5609	39202	634	2	2021-10-12 22:44:53.237302
5610	193555	501	4	2021-10-12 22:44:53.237302
5611	25373	667	4	2021-10-12 22:44:53.237302
5612	192064	60	3	2021-10-12 22:44:53.237302
5613	112872	327	4	2021-10-12 22:44:53.237302
5614	190150	656	0	2021-10-12 22:44:53.237302
5615	156359	461	5	2021-10-12 22:44:53.237302
5616	44096	581	4	2021-10-12 22:44:53.237302
5617	114257	711	2	2021-10-12 22:44:53.237302
5618	179926	58	5	2021-10-12 22:44:53.237302
5619	199893	623	5	2021-10-12 22:44:53.237302
5620	188472	950	3	2021-10-12 22:44:53.237302
5621	66136	921	2	2021-10-12 22:44:53.237302
5622	27247	211	3	2021-10-12 22:44:53.237302
5623	9366	799	0	2021-10-12 22:44:53.237302
5624	8232	494	2	2021-10-12 22:44:53.237302
5625	190012	657	5	2021-10-12 22:44:53.237302
5626	43096	893	3	2021-10-12 22:44:53.237302
5627	84686	597	4	2021-10-12 22:44:53.237302
5628	90427	364	3	2021-10-12 22:44:53.237302
5629	189809	827	0	2021-10-12 22:44:53.237302
5630	167512	88	3	2021-10-12 22:44:53.237302
5631	41222	577	3	2021-10-12 22:44:53.237302
5632	171906	478	4	2021-10-12 22:44:53.237302
5633	12680	29	4	2021-10-12 22:44:53.237302
5634	18732	380	3	2021-10-12 22:44:53.237302
5635	144507	186	2	2021-10-12 22:44:53.237302
5636	194969	958	3	2021-10-12 22:44:53.237302
5637	56887	786	0	2021-10-12 22:44:53.237302
5638	42560	662	1	2021-10-12 22:44:53.237302
5639	196237	598	1	2021-10-12 22:44:53.237302
5640	164801	539	1	2021-10-12 22:44:53.237302
5641	55728	139	4	2021-10-12 22:44:53.237302
5642	457	438	2	2021-10-12 22:44:53.237302
5643	38361	464	4	2021-10-12 22:44:53.237302
5644	81863	397	1	2021-10-12 22:44:53.237302
5645	135596	919	3	2021-10-12 22:44:53.237302
5646	112560	245	2	2021-10-12 22:44:53.237302
5647	171593	400	0	2021-10-12 22:44:53.237302
5648	16396	338	4	2021-10-12 22:44:53.237302
5649	177688	142	4	2021-10-12 22:44:53.237302
5650	7960	11	1	2021-10-12 22:44:53.237302
5651	7360	240	0	2021-10-12 22:44:53.237302
5652	90283	161	3	2021-10-12 22:44:53.237302
5653	166937	863	1	2021-10-12 22:44:53.237302
5654	187696	956	3	2021-10-12 22:44:53.237302
5655	8979	798	1	2021-10-12 22:44:53.237302
5656	10916	263	3	2021-10-12 22:44:53.237302
5657	12416	194	1	2021-10-12 22:44:53.237302
5658	77785	2	2	2021-10-12 22:44:53.237302
5659	119812	964	3	2021-10-12 22:44:53.237302
5660	145459	604	1	2021-10-12 22:44:53.237302
5661	178564	491	0	2021-10-12 22:44:53.237302
5662	4312	603	0	2021-10-12 22:44:53.237302
5663	95771	709	5	2021-10-12 22:44:53.237302
5664	118191	728	2	2021-10-12 22:44:53.237302
5665	187143	363	4	2021-10-12 22:44:53.237302
5666	151857	113	2	2021-10-12 22:44:53.237302
5667	67448	788	3	2021-10-12 22:44:53.237302
5668	50152	655	3	2021-10-12 22:44:53.237302
5669	102786	769	1	2021-10-12 22:44:53.237302
5670	166638	523	1	2021-10-12 22:44:53.237302
5671	151323	307	2	2021-10-12 22:44:53.237302
5672	5454	517	4	2021-10-12 22:44:53.237302
5673	59968	633	3	2021-10-12 22:44:53.237302
5674	105536	113	1	2021-10-12 22:44:53.237302
5675	137911	485	2	2021-10-12 22:44:53.237302
5676	22845	273	4	2021-10-12 22:44:53.237302
5677	149201	344	5	2021-10-12 22:44:53.237302
5678	132700	136	5	2021-10-12 22:44:53.237302
5679	21552	670	1	2021-10-12 22:44:53.237302
5680	171678	541	1	2021-10-12 22:44:53.237302
5681	165798	949	2	2021-10-12 22:44:53.237302
5682	153852	475	1	2021-10-12 22:44:53.237302
5683	67046	231	4	2021-10-12 22:44:53.237302
5684	70145	988	3	2021-10-12 22:44:53.237302
5685	14502	113	4	2021-10-12 22:44:53.237302
5686	117693	908	3	2021-10-12 22:44:53.237302
5687	111231	266	0	2021-10-12 22:44:53.237302
5688	119581	999	4	2021-10-12 22:44:53.237302
5689	124518	132	5	2021-10-12 22:44:53.237302
5690	77719	584	4	2021-10-12 22:44:53.237302
5691	183208	723	2	2021-10-12 22:44:53.237302
5692	68775	554	2	2021-10-12 22:44:53.237302
5693	4132	465	2	2021-10-12 22:44:53.237302
5694	116476	79	3	2021-10-12 22:44:53.237302
5695	105971	195	5	2021-10-12 22:44:53.237302
5696	153597	124	1	2021-10-12 22:44:53.237302
5697	189425	732	5	2021-10-12 22:44:53.237302
5698	131393	20	2	2021-10-12 22:44:53.237302
5699	58131	220	3	2021-10-12 22:44:53.237302
5700	81837	4	1	2021-10-12 22:44:53.237302
5701	94431	620	5	2021-10-12 22:44:53.237302
5702	140375	232	4	2021-10-12 22:44:53.237302
5703	3815	353	2	2021-10-12 22:44:53.237302
5704	36515	662	4	2021-10-12 22:44:53.237302
5705	114586	851	3	2021-10-12 22:44:53.237302
5706	95587	362	0	2021-10-12 22:44:53.237302
5707	72244	59	4	2021-10-12 22:44:53.237302
5708	105299	145	4	2021-10-12 22:44:53.237302
5709	178757	593	4	2021-10-12 22:44:53.237302
5710	80914	705	4	2021-10-12 22:44:53.237302
5711	196743	524	3	2021-10-12 22:44:53.237302
5712	199733	230	4	2021-10-12 22:44:53.237302
5713	57234	464	0	2021-10-12 22:44:53.237302
5714	39102	838	1	2021-10-12 22:44:53.237302
5715	67337	54	0	2021-10-12 22:44:53.237302
5716	33813	776	1	2021-10-12 22:44:53.237302
5717	169488	594	2	2021-10-12 22:44:53.237302
5718	105292	870	3	2021-10-12 22:44:53.237302
5719	186089	356	2	2021-10-12 22:44:53.237302
5720	93767	12	1	2021-10-12 22:44:53.237302
5721	85705	66	3	2021-10-12 22:44:53.237302
5722	11953	537	3	2021-10-12 22:44:53.237302
5723	36101	295	4	2021-10-12 22:44:53.237302
5724	114266	811	2	2021-10-12 22:44:53.237302
5725	185376	966	2	2021-10-12 22:44:53.237302
5726	43382	18	3	2021-10-12 22:44:53.237302
5727	184876	447	1	2021-10-12 22:44:53.237302
5728	39168	873	1	2021-10-12 22:44:53.237302
5729	176829	888	5	2021-10-12 22:44:53.237302
5730	127289	272	3	2021-10-12 22:44:53.237302
5731	112182	262	4	2021-10-12 22:44:53.237302
5732	120674	806	1	2021-10-12 22:44:53.237302
5733	68490	869	2	2021-10-12 22:44:53.237302
5734	184801	494	3	2021-10-12 22:44:53.237302
5735	70514	324	3	2021-10-12 22:44:53.237302
5736	101009	553	2	2021-10-12 22:44:53.237302
5737	177920	574	3	2021-10-12 22:44:53.237302
5738	114301	740	2	2021-10-12 22:44:53.237302
5739	34842	75	3	2021-10-12 22:44:53.237302
5740	55927	939	2	2021-10-12 22:44:53.237302
5741	54469	415	1	2021-10-12 22:44:53.237302
5742	179572	315	4	2021-10-12 22:44:53.237302
5743	24327	915	2	2021-10-12 22:44:53.237302
5744	175503	240	2	2021-10-12 22:44:53.237302
5745	148124	822	5	2021-10-12 22:44:53.237302
5746	84837	450	4	2021-10-12 22:44:53.237302
5747	150278	313	1	2021-10-12 22:44:53.237302
5748	42921	13	3	2021-10-12 22:44:53.237302
5749	10742	262	4	2021-10-12 22:44:53.237302
5750	132900	63	1	2021-10-12 22:44:53.237302
5751	112664	145	3	2021-10-12 22:44:53.237302
5752	125150	124	3	2021-10-12 22:44:53.237302
5753	37351	862	3	2021-10-12 22:44:53.237302
5754	5023	926	3	2021-10-12 22:44:53.237302
5755	72893	336	1	2021-10-12 22:44:53.237302
5756	163538	870	1	2021-10-12 22:44:53.237302
5757	66031	373	1	2021-10-12 22:44:53.237302
5758	46583	733	2	2021-10-12 22:44:53.237302
5759	186323	716	4	2021-10-12 22:44:53.237302
5760	160697	395	1	2021-10-12 22:44:53.237302
5761	120684	647	5	2021-10-12 22:44:53.237302
5762	197510	602	0	2021-10-12 22:44:53.237302
5763	34044	496	1	2021-10-12 22:44:53.237302
5764	142614	229	2	2021-10-12 22:44:53.237302
5765	37144	525	5	2021-10-12 22:44:53.237302
5766	18345	451	4	2021-10-12 22:44:53.237302
5767	45222	670	2	2021-10-12 22:44:53.237302
5768	86830	2	1	2021-10-12 22:44:53.237302
5769	107768	3	1	2021-10-12 22:44:53.237302
5770	94609	517	4	2021-10-12 22:44:53.237302
5771	54873	555	4	2021-10-12 22:44:53.237302
5772	35132	137	5	2021-10-12 22:44:53.237302
5773	110346	522	0	2021-10-12 22:44:53.237302
5774	118633	724	4	2021-10-12 22:44:53.237302
5775	23931	587	0	2021-10-12 22:44:53.237302
5776	132265	224	2	2021-10-12 22:44:53.237302
5777	131671	964	1	2021-10-12 22:44:53.237302
5778	48796	113	2	2021-10-12 22:44:53.237302
5779	187276	954	4	2021-10-12 22:44:53.237302
5780	28377	773	3	2021-10-12 22:44:53.237302
5781	18499	836	2	2021-10-12 22:44:53.237302
5782	34126	267	4	2021-10-12 22:44:53.237302
5783	45851	211	1	2021-10-12 22:44:53.237302
5784	58395	341	4	2021-10-12 22:44:53.237302
5785	176701	975	3	2021-10-12 22:44:53.237302
5786	143033	211	1	2021-10-12 22:44:53.237302
5787	112497	683	5	2021-10-12 22:44:53.237302
5788	77233	61	2	2021-10-12 22:44:53.237302
5789	193945	665	4	2021-10-12 22:44:53.237302
5790	12721	29	1	2021-10-12 22:44:53.237302
5791	161735	122	4	2021-10-12 22:44:53.237302
5792	151498	37	2	2021-10-12 22:44:53.237302
5793	128261	910	1	2021-10-12 22:44:53.237302
5794	139322	170	1	2021-10-12 22:44:53.237302
5795	131160	74	4	2021-10-12 22:44:53.237302
5796	46246	73	2	2021-10-12 22:44:53.237302
5797	2373	304	4	2021-10-12 22:44:53.237302
5798	180304	934	4	2021-10-12 22:44:53.237302
5799	144800	50	3	2021-10-12 22:44:53.237302
5800	100800	977	0	2021-10-12 22:44:53.237302
5801	62438	232	3	2021-10-12 22:44:53.237302
5802	64505	652	4	2021-10-12 22:44:53.237302
5803	80451	701	4	2021-10-12 22:44:53.237302
